7620.9	2.0547	1.5639
7621.7	2.0544	1.5631
7657.8	2.0415	1.5294
7658.7	2.0412	1.5286
7694.8	2.0283	1.4949
7695.5	2.028	1.4942
7731.5	2.0151	1.4606
7732.4	2.0148	1.4598
7768.5	2.0019	1.4261
7769.3	2.0017	1.4253
7805.3	1.9888	1.3917
7806.1	1.9885	1.3909
7842.2	1.9756	1.3572
7843.0	1.9753	1.3565
7882.1	1.9612	1.32
7885.2	1.9597	1.3173
7887.3	1.958	1.316
7889.9	1.9556	1.315
7892.2	1.9533	1.3148
7894.7	1.9509	1.3154
7915.6	1.9314	1.3229
7954.7	1.9021	1.2971
7988.7	1.9286	1.2758
7991.1	1.93	1.2738
7992.5	1.9299	1.2724
8004.8	1.927	1.2604
8007.7	1.9258	1.2578
8013.1	1.9226	1.2534
8015.5	1.9207	1.252
8037.4	1.941	1.2437
8045.5	1.9428	1.2358
8047.4	1.9425	1.234
8125.2	1.9273	1.1577
8127.0	1.9269	1.1559
8134.8	1.9223	1.1496
8137.2	1.9232	1.1474
8145.3	1.9253	1.1396
8147.5	1.925	1.1374
8225.8	1.9124	1.0601
8227.6	1.9121	1.0583
8235.4	1.9078	1.0518
8238.2	1.9078	1.049
8246.2	1.91	1.0413
8248.2	1.9097	1.0394
8326.9	1.8985	0.9615
8329.7	1.8981	0.9587
8338.0	1.8935	0.9518
8340.7	1.8935	0.9491
8347.9	1.8957	0.9422
8350.5	1.8957	0.9396
8428.8	1.8858	0.8619
8431.4	1.8855	0.8594
8439.5	1.8812	0.8525
8442.3	1.881	0.8497
8450.3	1.8833	0.842
8452.2	1.883	0.8402
8530.5	1.8731	0.7625
8533.0	1.8728	0.76
8541.1	1.8686	0.7531
8543.9	1.8683	0.7503
8551.8	1.8706	0.7427
8553.4	1.8704	0.7412
8631.6	1.8605	0.6636
8633.5	1.8603	0.6617
8641.7	1.856	0.6547
8644.5	1.8561	0.6519
8652.5	1.8586	0.6443
8654.4	1.8584	0.6424
8732.2	1.8499	0.5651
8734.2	1.8497	0.5631
8741.8	1.8459	0.5565
8744.6	1.8456	0.5537
8752.6	1.8483	0.5462
8754.0	1.8482	0.5448
8832.4	1.8419	0.4667
8834.4	1.8417	0.4647
8842.1	1.838	0.4579
8844.9	1.8381	0.4551
8853.0	1.8411	0.4476
8854.8	1.841	0.4458
8932.7	1.8373	0.368
8934.8	1.8372	0.3659
8942.5	1.8337	0.359
8945.3	1.8339	0.3562
8953.3	1.8371	0.3489
8955.2	1.8371	0.347
9032.5	1.836	0.2697
